country,country_code,city,latitude,longitude,geo_point
Switzerland,CH,Hägglingen,47.3885,8.25285,"{'type': 'point', 'coordinates': [47.3885, 8.25285]}"
Switzerland,CH,Langnau am Albis,47.2888,8.5411,"{'type': 'point', 'coordinates': [47.2888, 8.5411]}"
Switzerland,CH,Gansingen,47.5429,8.13516,"{'type': 'point', 'coordinates': [47.5429, 8.13516]}"
Switzerland,CH,Klingnau,47.5836,8.2488,"{'type': 'point', 'coordinates': [47.5836, 8.2488]}"
Switzerland,CH,Rietgrabenhang,47.4244,8.57658,"{'type': 'point', 'coordinates': [47.4244, 8.57658]}"
Switzerland,CH,Au,47.4309,9.63448,"{'type': 'point', 'coordinates': [47.4309, 9.63448]}"
Switzerland,CH,Delémont,47.3649,7.34453,"{'type': 'point', 'coordinates': [47.3649, 7.34453]}"
Switzerland,CH,Estavayer-le-Lac,46.8488,6.8465,"{'type': 'point', 'coordinates': [46.8488, 6.8465]}"
Switzerland,CH,Rümikon,47.5023,8.78724,"{'type': 'point', 'coordinates': [47.5023, 8.78724]}"
Switzerland,CH,Ecuvillens,46.7578,7.08279,"{'type': 'point', 'coordinates': [46.7578, 7.08279]}"
Switzerland,CH,Berlingen,47.6741,9.01924,"{'type': 'point', 'coordinates': [47.6741, 9.01924]}"
Switzerland,CH,Caslano,45.9736,8.87739,"{'type': 'point', 'coordinates': [45.9736, 8.87739]}"
Switzerland,CH,Zollikon,47.3402,8.57407,"{'type': 'point', 'coordinates': [47.3402, 8.57407]}"
Switzerland,CH,Cadenazzo,46.1517,8.94719,"{'type': 'point', 'coordinates': [46.1517, 8.94719]}"
Switzerland,CH,Fehraltorf,47.3877,8.75149,"{'type': 'point', 'coordinates': [47.3877, 8.75149]}"
Switzerland,CH,Benken,47.1994,9.00735,"{'type': 'point', 'coordinates': [47.1994, 9.00735]}"
Switzerland,CH,Brugg,47.481,8.20869,"{'type': 'point', 'coordinates': [47.481, 8.20869]}"
Switzerland,CH,Weiningen,47.4202,8.43644,"{'type': 'point', 'coordinates': [47.4202, 8.43644]}"
Switzerland,CH,Laupen,47.265,8.92851,"{'type': 'point', 'coordinates': [47.265, 8.92851]}"
Switzerland,CH,Schinznach Bad,47.4499,8.16833,"{'type': 'point', 'coordinates': [47.4499, 8.16833]}"
Switzerland,CH,Kirchlindach,46.9996,7.41735,"{'type': 'point', 'coordinates': [46.9996, 7.41735]}"
Switzerland,CH,Sachseln,46.8672,8.23344,"{'type': 'point', 'coordinates': [46.8672, 8.23344]}"
Switzerland,CH,Jona,47.2298,8.83884,"{'type': 'point', 'coordinates': [47.2298, 8.83884]}"
Switzerland,CH,Siglistorf,47.5446,8.37952,"{'type': 'point', 'coordinates': [47.5446, 8.37952]}"
Switzerland,CH,Münchenstein,47.5185,7.60966,"{'type': 'point', 'coordinates': [47.5185, 7.60966]}"
Switzerland,CH,Chêne-Bourg,46.1953,6.19406,"{'type': 'point', 'coordinates': [46.1953, 6.19406]}"
Switzerland,CH,Villmergen,47.3566,8.24964,"{'type': 'point', 'coordinates': [47.3566, 8.24964]}"
Switzerland,CH,Manno,46.0337,8.92267,"{'type': 'point', 'coordinates': [46.0337, 8.92267]}"
Switzerland,CH,Domat,46.8283,9.43085,"{'type': 'point', 'coordinates': [46.8283, 9.43085]}"
Switzerland,CH,Wetzikon,47.3283,8.80154,"{'type': 'point', 'coordinates': [47.3283, 8.80154]}"
Switzerland,CH,Saint-Sulpice,46.5135,6.55213,"{'type': 'point', 'coordinates': [46.5135, 6.55213]}"
Switzerland,CH,Le Mont-sur-Lausanne,46.5714,6.63159,"{'type': 'point', 'coordinates': [46.5714, 6.63159]}"
Switzerland,CH,Weinfelden,47.5703,9.09732,"{'type': 'point', 'coordinates': [47.5703, 9.09732]}"
Switzerland,CH,Eysins,46.3837,6.21245,"{'type': 'point', 'coordinates': [46.3837, 6.21245]}"
Switzerland,CH,Basel (Gundeldingen),47.5412,7.59456,"{'type': 'point', 'coordinates': [47.5412, 7.59456]}"
Switzerland,CH,La Chaux-de-Fonds,47.1005,6.82168,"{'type': 'point', 'coordinates': [47.1005, 6.82168]}"
Switzerland,CH,Müntschemier,46.9939,7.14993,"{'type': 'point', 'coordinates': [46.9939, 7.14993]}"
Switzerland,CH,Dietlikon,47.4164,8.61799,"{'type': 'point', 'coordinates': [47.4164, 8.61799]}"
Netherlands,NL,Heumen,51.7683,5.86105,"{'type': 'point', 'coordinates': [51.7683, 5.86105]}"
Netherlands,NL,Zoelmond,51.9444,5.30788,"{'type': 'point', 'coordinates': [51.9444, 5.30788]}"
Netherlands,NL,Schaijk,51.7485,5.62973,"{'type': 'point', 'coordinates': [51.7485, 5.62973]}"
Netherlands,NL,Loon op Zand,51.627,5.07201,"{'type': 'point', 'coordinates': [51.627, 5.07201]}"
Netherlands,NL,Kessel,51.2927,6.054,"{'type': 'point', 'coordinates': [51.2927, 6.054]}"
Netherlands,NL,Rotterdam (IJsselmonde),51.896,4.53286,"{'type': 'point', 'coordinates': [51.896, 4.53286]}"
Netherlands,NL,Acquoy,51.8796,5.13632,"{'type': 'point', 'coordinates': [51.8796, 5.13632]}"
Netherlands,NL,Koedijk,52.6734,4.75525,"{'type': 'point', 'coordinates': [52.6734, 4.75525]}"
Netherlands,NL,Oosterblokker,52.6686,5.11792,"{'type': 'point', 'coordinates': [52.6686, 5.11792]}"
Netherlands,NL,Doesburg,52.0143,6.13978,"{'type': 'point', 'coordinates': [52.0143, 6.13978]}"
Netherlands,NL,Ospel,51.311,5.85785,"{'type': 'point', 'coordinates': [51.311, 5.85785]}"
Netherlands,NL,Weesp,52.3165,5.05925,"{'type': 'point', 'coordinates': [52.3165, 5.05925]}"
Netherlands,NL,Nieuw-Roden,53.1245,6.38404,"{'type': 'point', 'coordinates': [53.1245, 6.38404]}"
Netherlands,NL,De Koog,53.0962,4.76184,"{'type': 'point', 'coordinates': [53.0962, 4.76184]}"
Netherlands,NL,Ureterp,53.0952,6.17254,"{'type': 'point', 'coordinates': [53.0952, 6.17254]}"
Netherlands,NL,Eastermar,53.1739,6.05685,"{'type': 'point', 'coordinates': [53.1739, 6.05685]}"
Netherlands,NL,De Klomp,52.0472,5.57371,"{'type': 'point', 'coordinates': [52.0472, 5.57371]}"
Netherlands,NL,Heesch,51.735,5.52655,"{'type': 'point', 'coordinates': [51.735, 5.52655]}"
Netherlands,NL,Harlingen,53.1764,5.4135,"{'type': 'point', 'coordinates': [53.1764, 5.4135]}"
Netherlands,NL,Mierlo,51.4435,5.61064,"{'type': 'point', 'coordinates': [51.4435, 5.61064]}"
Netherlands,NL,Broek in Waterland,52.4325,4.98605,"{'type': 'point', 'coordinates': [52.4325, 4.98605]}"
Netherlands,NL,Bodegraven,52.0703,4.75459,"{'type': 'point', 'coordinates': [52.0703, 4.75459]}"
Netherlands,NL,Herwijnen,51.8285,5.13048,"{'type': 'point', 'coordinates': [51.8285, 5.13048]}"
Netherlands,NL,De Mortel,51.5386,5.7069,"{'type': 'point', 'coordinates': [51.5386, 5.7069]}"
Netherlands,NL,Bavel,51.5583,4.83039,"{'type': 'point', 'coordinates': [51.5583, 4.83039]}"
Netherlands,NL,Stellendam,51.8182,4.03796,"{'type': 'point', 'coordinates': [51.8182, 4.03796]}"
Netherlands,NL,Maarsbergen,52.0575,5.40328,"{'type': 'point', 'coordinates': [52.0575, 5.40328]}"
Netherlands,NL,Maren-Kessel,51.7957,5.3947,"{'type': 'point', 'coordinates': [51.7957, 5.3947]}"
Netherlands,NL,Voerendaal,50.8792,5.93116,"{'type': 'point', 'coordinates': [50.8792, 5.93116]}"
Netherlands,NL,Krabbendijke,51.4275,4.12659,"{'type': 'point', 'coordinates': [51.4275, 4.12659]}"
Netherlands,NL,Badhoevedorp,52.3342,4.77613,"{'type': 'point', 'coordinates': [52.3342, 4.77613]}"
Netherlands,NL,Noordwijk aan Zee (Noordwijk),52.243,4.43522,"{'type': 'point', 'coordinates': [52.243, 4.43522]}"
Netherlands,NL,Moergestel,51.5463,5.17093,"{'type': 'point', 'coordinates': [51.5463, 5.17093]}"
Netherlands,NL,Spierdijk,52.6496,4.93884,"{'type': 'point', 'coordinates': [52.6496, 4.93884]}"
Netherlands,NL,Sappemeer,53.1644,6.805,"{'type': 'point', 'coordinates': [53.1644, 6.805]}"
Netherlands,NL,Nijmegen (Kwakkenberg),51.8269,5.89189,"{'type': 'point', 'coordinates': [51.8269, 5.89189]}"
Netherlands,NL,Gieten,53.0035,6.76446,"{'type': 'point', 'coordinates': [53.0035, 6.76446]}"
Netherlands,NL,Epe,52.3484,5.98394,"{'type': 'point', 'coordinates': [52.3484, 5.98394]}"
Netherlands,NL,Gulpen,50.8156,5.89141,"{'type': 'point', 'coordinates': [50.8156, 5.89141]}"
Netherlands,NL,Nijmegen (Nijmegen-Centrum),51.8453,5.86292,"{'type': 'point', 'coordinates': [51.8453, 5.86292]}"
Netherlands,NL,Steenenkamer,52.2477,6.14768,"{'type': 'point', 'coordinates': [52.2477, 6.14768]}"
Netherlands,NL,Sleeuwijk,51.8117,4.95476,"{'type': 'point', 'coordinates': [51.8117, 4.95476]}"
Netherlands,NL,Eck en Wiel,51.9631,5.44374,"{'type': 'point', 'coordinates': [51.9631, 5.44374]}"
Netherlands,NL,Sint-Michielsgestel,51.6474,5.36452,"{'type': 'point', 'coordinates': [51.6474, 5.36452]}"
Netherlands,NL,Hooghalen,52.9211,6.53985,"{'type': 'point', 'coordinates': [52.9211, 6.53985]}"
Netherlands,NL,Doornspijk,52.4183,5.81768,"{'type': 'point', 'coordinates': [52.4183, 5.81768]}"
Netherlands,NL,Dieren,52.0463,6.10004,"{'type': 'point', 'coordinates': [52.0463, 6.10004]}"
Netherlands,NL,Millingen aan de Rijn,51.8652,6.05444,"{'type': 'point', 'coordinates': [51.8652, 6.05444]}"
Netherlands,NL,Lage Zwaluwe,51.7103,4.70427,"{'type': 'point', 'coordinates': [51.7103, 4.70427]}"
Netherlands,NL,Apeldoorn (Apeldoorn Zuidwest),52.1948,5.94284,"{'type': 'point', 'coordinates': [52.1948, 5.94284]}"
Netherlands,NL,Hellendoorn,52.4175,6.50363,"{'type': 'point', 'coordinates': [52.4175, 6.50363]}"
Netherlands,NL,Eeserveen,52.8692,6.77137,"{'type': 'point', 'coordinates': [52.8692, 6.77137]}"
Netherlands,NL,Zeegse,53.0735,6.64509,"{'type': 'point', 'coordinates': [53.0735, 6.64509]}"
Netherlands,NL,Oosterbeek,51.9888,5.86243,"{'type': 'point', 'coordinates': [51.9888, 5.86243]}"
Netherlands,NL,IJsselmuiden,52.5708,5.9327,"{'type': 'point', 'coordinates': [52.5708, 5.9327]}"
Netherlands,NL,Huissen,51.9363,5.94085,"{'type': 'point', 'coordinates': [51.9363, 5.94085]}"
Netherlands,NL,Amsterdam (Amsterdam Oud-Zuid),52.3538,4.86263,"{'type': 'point', 'coordinates': [52.3538, 4.86263]}"
Netherlands,NL,Wouwse Plantage,51.4843,4.38881,"{'type': 'point', 'coordinates': [51.4843, 4.38881]}"
Netherlands,NL,Eibergen,52.1,6.6612,"{'type': 'point', 'coordinates': [52.1, 6.6612]}"
Netherlands,NL,Luttelgeest,52.7452,5.85333,"{'type': 'point', 'coordinates': [52.7452, 5.85333]}"
Netherlands,NL,Werkendam,51.8032,4.88651,"{'type': 'point', 'coordinates': [51.8032, 4.88651]}"
Netherlands,NL,Westerbork,52.8458,6.6176,"{'type': 'point', 'coordinates': [52.8458, 6.6176]}"
Netherlands,NL,Mariënheem,52.3819,6.31067,"{'type': 'point', 'coordinates': [52.3819, 6.31067]}"
Netherlands,NL,Esch,51.6224,5.315,"{'type': 'point', 'coordinates': [51.6224, 5.315]}"
Netherlands,NL,Tollebeek,52.6496,5.63925,"{'type': 'point', 'coordinates': [52.6496, 5.63925]}"
Netherlands,NL,Bellingwolde,53.1294,7.16927,"{'type': 'point', 'coordinates': [53.1294, 7.16927]}"
Netherlands,NL,Valkenburg,50.872,5.7976,"{'type': 'point', 'coordinates': [50.872, 5.7976]}"
Netherlands,NL,Hazerswoude-Rijndijk,52.1378,4.54977,"{'type': 'point', 'coordinates': [52.1378, 4.54977]}"
Netherlands,NL,Schoonhoven,51.9525,4.84322,"{'type': 'point', 'coordinates': [51.9525, 4.84322]}"
Netherlands,NL,Kimswerd,53.1404,5.43609,"{'type': 'point', 'coordinates': [53.1404, 5.43609]}"
Netherlands,NL,Westbroek,52.1497,5.1302,"{'type': 'point', 'coordinates': [52.1497, 5.1302]}"
Netherlands,NL,Heijen,51.669,5.9806,"{'type': 'point', 'coordinates': [51.669, 5.9806]}"
Netherlands,NL,Balgoy,51.7853,5.7078,"{'type': 'point', 'coordinates': [51.7853, 5.7078]}"
Netherlands,NL,Spakenburg,52.25,5.36667,"{'type': 'point', 'coordinates': [52.25, 5.36667]}"
Netherlands,NL,Schelluinen,51.8433,4.92639,"{'type': 'point', 'coordinates': [51.8433, 4.92639]}"
Netherlands,NL,Andijk,52.7455,5.22088,"{'type': 'point', 'coordinates': [52.7455, 5.22088]}"
Netherlands,NL,De Bilt,52.099,5.16108,"{'type': 'point', 'coordinates': [52.099, 5.16108]}"
Netherlands,NL,Utrecht (Overvecht),52.1146,5.1118,"{'type': 'point', 'coordinates': [52.1146, 5.1118]}"
Netherlands,NL,Sumar,53.1583,6.00168,"{'type': 'point', 'coordinates': [53.1583, 6.00168]}"
Netherlands,NL,Dordrecht (Industriegebied West),51.7809,4.63343,"{'type': 'point', 'coordinates': [51.7809, 4.63343]}"
Netherlands,NL,Den Ham,52.4644,6.49426,"{'type': 'point', 'coordinates': [52.4644, 6.49426]}"
Netherlands,NL,Paterswolde,53.1477,6.5679,"{'type': 'point', 'coordinates': [53.1477, 6.5679]}"
Netherlands,NL,Utrecht (Noordwest),52.0961,5.10649,"{'type': 'point', 'coordinates': [52.0961, 5.10649]}"
Netherlands,NL,Westerbroek,53.1761,6.68146,"{'type': 'point', 'coordinates': [53.1761, 6.68146]}"
Netherlands,NL,Renkum,51.983,5.73998,"{'type': 'point', 'coordinates': [51.983, 5.73998]}"
Netherlands,NL,Bovenkarspel,52.6984,5.2496,"{'type': 'point', 'coordinates': [52.6984, 5.2496]}"
Netherlands,NL,Halle,52.0012,6.40232,"{'type': 'point', 'coordinates': [52.0012, 6.40232]}"
Netherlands,NL,Oostkapelle,51.5671,3.55258,"{'type': 'point', 'coordinates': [51.5671, 3.55258]}"
Netherlands,NL,Aalst,51.7848,5.1319,"{'type': 'point', 'coordinates': [51.7848, 5.1319]}"
Netherlands,NL,Ridderkerk (Slikkerveer),51.885,4.60427,"{'type': 'point', 'coordinates': [51.885, 4.60427]}"
Netherlands,NL,Hollandscheveld,52.7148,6.51758,"{'type': 'point', 'coordinates': [52.7148, 6.51758]}"
Netherlands,NL,Eersel,51.3455,5.29854,"{'type': 'point', 'coordinates': [51.3455, 5.29854]}"
Netherlands,NL,Eerbeek,52.0972,6.08428,"{'type': 'point', 'coordinates': [52.0972, 6.08428]}"
Netherlands,NL,Utrecht (Bedrijventerrein De Wetering),52.1079,5.04736,"{'type': 'point', 'coordinates': [52.1079, 5.04736]}"
Netherlands,NL,Woudenberg,52.0833,5.3841,"{'type': 'point', 'coordinates': [52.0833, 5.3841]}"
Netherlands,NL,Brunssum,50.9403,5.96898,"{'type': 'point', 'coordinates': [50.9403, 5.96898]}"
Netherlands,NL,Schalkwijk,51.9935,5.18843,"{'type': 'point', 'coordinates': [51.9935, 5.18843]}"
Netherlands,NL,Breda (Breda Noord-West),51.6003,4.76263,"{'type': 'point', 'coordinates': [51.6003, 4.76263]}"
Netherlands,NL,Foxhol,53.173,6.70944,"{'type': 'point', 'coordinates': [53.173, 6.70944]}"
Netherlands,NL,Baexem,51.2247,5.88004,"{'type': 'point', 'coordinates': [51.2247, 5.88004]}"
Netherlands,NL,Graaf,51.9808,4.97917,"{'type': 'point', 'coordinates': [51.9808, 4.97917]}"
Germany,DE,Quedlinburg,51.7884,11.1501,"{'type': 'point', 'coordinates': [51.7884, 11.1501]}"
Germany,DE,Schwarzenberg,50.5379,12.7852,"{'type': 'point', 'coordinates': [50.5379, 12.7852]}"
Germany,DE,Frankenberg,50.913,13.0401,"{'type': 'point', 'coordinates': [50.913, 13.0401]}"
Germany,DE,Meerane,50.8469,12.4647,"{'type': 'point', 'coordinates': [50.8469, 12.4647]}"
Poland,PL,Kuślin,52.3639,16.3154,"{'type': 'point', 'coordinates': [52.3639, 16.3154]}"
Poland,PL,Konary,51.6569,17.0418,"{'type': 'point', 'coordinates': [51.6569, 17.0418]}"
Poland,PL,Siedlec,52.1378,16.0028,"{'type': 'point', 'coordinates': [52.1378, 16.0028]}"
Poland,PL,Puszczykowo,52.2857,16.8493,"{'type': 'point', 'coordinates': [52.2857, 16.8493]}"
Poland,PL,Ligota,49.8986,18.9509,"{'type': 'point', 'coordinates': [49.8986, 18.9509]}"
Poland,PL,Nowy Dwór Mazowiecki (Modlin),52.445,20.7015,"{'type': 'point', 'coordinates': [52.445, 20.7015]}"
Poland,PL,Kalisz (Dobrzec Wielki),51.7365,18.0316,"{'type': 'point', 'coordinates': [51.7365, 18.0316]}"
Poland,PL,Łozienica,53.5442,14.7924,"{'type': 'point', 'coordinates': [53.5442, 14.7924]}"
Poland,PL,Daleszyce,50.8023,20.8079,"{'type': 'point', 'coordinates': [50.8023, 20.8079]}"
Poland,PL,Łęgajny,53.8204,20.6357,"{'type': 'point', 'coordinates': [53.8204, 20.6357]}"
Poland,PL,Dąbrowa,52.4028,16.7291,"{'type': 'point', 'coordinates': [52.4028, 16.7291]}"
Poland,PL,Dobrzykowice,51.0937,17.1922,"{'type': 'point', 'coordinates': [51.0937, 17.1922]}"
France,FR,Civray,46.1498,0.302523,"{'type': 'point', 'coordinates': [46.1498, 0.302523]}"
Germany,DE,Oeversee,54.7002,9.43323,"{'type': 'point', 'coordinates': [54.7002, 9.43323]}"
Italy,IT,Rocca Grimalda,44.6715,8.64845,"{'type': 'point', 'coordinates': [44.6715, 8.64845]}"
Switzerland,CH,Goldingen,47.263,8.96372,"{'type': 'point', 'coordinates': [47.263, 8.96372]}"
Germany,DE,Frankfurt am Main (Griesheim),50.0976,8.5926,"{'type': 'point', 'coordinates': [50.0976, 8.5926]}"
Switzerland,CH,Winkel,47.4931,8.55525,"{'type': 'point', 'coordinates': [47.4931, 8.55525]}"
Switzerland,CH,Wolfhausen,47.2562,8.79575,"{'type': 'point', 'coordinates': [47.2562, 8.79575]}"
Germany,DE,Ludwigshafen am Rhein (Süd),49.472,8.44335,"{'type': 'point', 'coordinates': [49.472, 8.44335]}"
Poland,PL,Rąbień,51.7901,19.3137,"{'type': 'point', 'coordinates': [51.7901, 19.3137]}"
Spain,ES,Molinos,40.821,-0.45017,"{'type': 'point', 'coordinates': [40.821, -0.45017]}"
Netherlands,NL,Groningen (Vinkhuizen),53.2175,6.52951,"{'type': 'point', 'coordinates': [53.2175, 6.52951]}"
Switzerland,CH,Binz,47.3562,8.62999,"{'type': 'point', 'coordinates': [47.3562, 8.62999]}"
Russian Federation,RU,Lermontov,44.1067,42.9733,"{'type': 'point', 'coordinates': [44.1067, 42.9733]}"
Italy,IT,Ruviano,41.2106,14.4098,"{'type': 'point', 'coordinates': [41.2106, 14.4098]}"
Spain,ES,Parets del Vallès,41.5748,2.23306,"{'type': 'point', 'coordinates': [41.5748, 2.23306]}"
Spain,ES,La Pineda,41.0762,1.18515,"{'type': 'point', 'coordinates': [41.0762, 1.18515]}"
Spain,ES,Yaiza,28.9568,-13.7654,"{'type': 'point', 'coordinates': [28.9568, -13.7654]}"
Germany,DE,Würzburg (Lengfeld),49.8015,9.97596,"{'type': 'point', 'coordinates': [49.8015, 9.97596]}"
Germany,DE,Würzburg (Altstadt),49.7985,9.94422,"{'type': 'point', 'coordinates': [49.7985, 9.94422]}"
Germany,DE,Gilching,48.0929,11.3057,"{'type': 'point', 'coordinates': [48.0929, 11.3057]}"
Czech Republic,CZ,Jasenná,49.2534,17.8942,"{'type': 'point', 'coordinates': [49.2534, 17.8942]}"
Czech Republic,CZ,Obrataň,49.4251,14.9435,"{'type': 'point', 'coordinates': [49.4251, 14.9435]}"
Russian Federation,RU,Neftekamsk,56.092,54.2661,"{'type': 'point', 'coordinates': [56.092, 54.2661]}"
Romania,RO,Adășeni,48.0692,26.9379,"{'type': 'point', 'coordinates': [48.0692, 26.9379]}"
Romania,RO,Lehliu-Gară,44.4371,26.8545,"{'type': 'point', 'coordinates': [44.4371, 26.8545]}"
Russian Federation,RU,Ust'-Kamchatsk Staryy,56.2278,162.478,"{'type': 'point', 'coordinates': [56.2278, 162.478]}"
Russian Federation,RU,Sovetskaya Gavan',48.9721,140.289,"{'type': 'point', 'coordinates': [48.9721, 140.289]}"
Russian Federation,RU,Kozyrevsk,56.1327,159.531,"{'type': 'point', 'coordinates': [56.1327, 159.531]}"
Russian Federation,RU,Klyuchi,56.3204,160.845,"{'type': 'point', 'coordinates': [56.3204, 160.845]}"
Russian Federation,RU,Vladivostok (Leninskiy Rayon),43.1141,131.895,"{'type': 'point', 'coordinates': [43.1141, 131.895]}"
Poland,PL,Chocianów,51.4187,15.9017,"{'type': 'point', 'coordinates': [51.4187, 15.9017]}"
Germany,DE,Erfurt (Altstadt),50.9729,11.0276,"{'type': 'point', 'coordinates': [50.9729, 11.0276]}"
Italy,IT,Gionghi-Cappella,45.9368,11.2748,"{'type': 'point', 'coordinates': [45.9368, 11.2748]}"
Italy,IT,Mezzana,46.3167,10.8001,"{'type': 'point', 'coordinates': [46.3167, 10.8001]}"
Germany,DE,Essen (Stadtbezirke III),51.4223,6.97506,"{'type': 'point', 'coordinates': [51.4223, 6.97506]}"
France,FR,Assat,43.2517,-0.299957,"{'type': 'point', 'coordinates': [43.2517, -0.299957]}"
France,FR,Saint-Jean-de-Luz,43.3858,-1.66117,"{'type': 'point', 'coordinates': [43.3858, -1.66117]}"
France,FR,Artix,43.3971,-0.572282,"{'type': 'point', 'coordinates': [43.3971, -0.572282]}"
France,FR,Billère,43.3073,-0.380135,"{'type': 'point', 'coordinates': [43.3073, -0.380135]}"
France,FR,Urrugne,43.3748,-1.66919,"{'type': 'point', 'coordinates': [43.3748, -1.66919]}"
France,FR,Nay,43.1766,-0.262552,"{'type': 'point', 'coordinates': [43.1766, -0.262552]}"
France,FR,Lescar,43.3332,-0.434402,"{'type': 'point', 'coordinates': [43.3332, -0.434402]}"
France,FR,Villefranque,43.4368,-1.45233,"{'type': 'point', 'coordinates': [43.4368, -1.45233]}"
France,FR,Sévignacq-Meyracq,43.1133,-0.41147,"{'type': 'point', 'coordinates': [43.1133, -0.41147]}"
France,FR,Aussevielle,43.3595,-0.4792,"{'type': 'point', 'coordinates': [43.3595, -0.4792]}"
France,FR,Urt,43.4936,-1.28948,"{'type': 'point', 'coordinates': [43.4936, -1.28948]}"
France,FR,Mauléon-Licharre,43.2201,-0.8895,"{'type': 'point', 'coordinates': [43.2201, -0.8895]}"
France,FR,Auriac,43.455,-0.316416,"{'type': 'point', 'coordinates': [43.455, -0.316416]}"
France,FR,Gan,43.2285,-0.38713,"{'type': 'point', 'coordinates': [43.2285, -0.38713]}"
France,FR,Arbonne,43.4323,-1.55138,"{'type': 'point', 'coordinates': [43.4323, -1.55138]}"
France,FR,Saint-Jean-Pied-de-Port,43.1677,-1.23773,"{'type': 'point', 'coordinates': [43.1677, -1.23773]}"
France,FR,Biarritz,43.4804,-1.55889,"{'type': 'point', 'coordinates': [43.4804, -1.55889]}"
France,FR,Tarnos,43.5417,-1.46281,"{'type': 'point', 'coordinates': [43.5417, -1.46281]}"
France,FR,Biron,43.4625,-0.73526,"{'type': 'point', 'coordinates': [43.4625, -0.73526]}"
France,FR,Mourenx,43.3683,-0.620552,"{'type': 'point', 'coordinates': [43.3683, -0.620552]}"
France,FR,Artiguelouve,43.3168,-0.475651,"{'type': 'point', 'coordinates': [43.3168, -0.475651]}"
France,FR,Navarrenx,43.3223,-0.761008,"{'type': 'point', 'coordinates': [43.3223, -0.761008]}"
France,FR,Sauveterre-de-Béarn,43.399,-0.941821,"{'type': 'point', 'coordinates': [43.399, -0.941821]}"
France,FR,Soumoulou,43.2619,-0.191968,"{'type': 'point', 'coordinates': [43.2619, -0.191968]}"
France,FR,Bordes,43.2618,-0.267175,"{'type': 'point', 'coordinates': [43.2618, -0.267175]}"
France,FR,Ger,43.2531,-0.051702,"{'type': 'point', 'coordinates': [43.2531, -0.051702]}"
France,FR,Gabaston,43.3606,-0.207767,"{'type': 'point', 'coordinates': [43.3606, -0.207767]}"
France,FR,Boucau,43.5232,-1.48586,"{'type': 'point', 'coordinates': [43.5232, -1.48586]}"
France,FR,Ossès,43.2416,-1.28417,"{'type': 'point', 'coordinates': [43.2416, -1.28417]}"
Poland,PL,Borowa,50.3855,21.3515,"{'type': 'point', 'coordinates': [50.3855, 21.3515]}"
Poland,PL,Staszów,50.5631,21.1659,"{'type': 'point', 'coordinates': [50.5631, 21.1659]}"
Germany,DE,Hörscheid,50.2167,6.86667,"{'type': 'point', 'coordinates': [50.2167, 6.86667]}"
Russian Federation,RU,Ilovlya,49.3033,43.9796,"{'type': 'point', 'coordinates': [49.3033, 43.9796]}"
Russian Federation,RU,Srednyaya Akhtuba,48.71,44.8672,"{'type': 'point', 'coordinates': [48.71, 44.8672]}"
Russian Federation,RU,Sunzha,43.3195,45.0491,"{'type': 'point', 'coordinates': [43.3195, 45.0491]}"
Russian Federation,RU,Nazran,43.2093,44.7764,"{'type': 'point', 'coordinates': [43.2093, 44.7764]}"
Germany,DE,Gudow (Kehrsen),53.5838,10.7884,"{'type': 'point', 'coordinates': [53.5838, 10.7884]}"
Germany,DE,Wimsheim,48.8459,8.82181,"{'type': 'point', 'coordinates': [48.8459, 8.82181]}"
Germany,DE,Oberkochen,48.7801,10.0992,"{'type': 'point', 'coordinates': [48.7801, 10.0992]}"
Germany,DE,"Cologne (Rodenkirchen, Cologne)",50.8932,6.98856,"{'type': 'point', 'coordinates': [50.8932, 6.98856]}"
Poland,PL,Nowe Miasto Lubawskie,53.4208,19.5951,"{'type': 'point', 'coordinates': [53.4208, 19.5951]}"
Belarus,BY,Minsk (Pieršamajski rajon),53.926,27.6219,"{'type': 'point', 'coordinates': [53.926, 27.6219]}"
Poland,PL,Lubliniec,50.669,18.6844,"{'type': 'point', 'coordinates': [50.669, 18.6844]}"
Italy,IT,Mercato Saraceno,44.0422,12.1831,"{'type': 'point', 'coordinates': [44.0422, 12.1831]}"
Italy,IT,Terradura,45.3441,11.8329,"{'type': 'point', 'coordinates': [45.3441, 11.8329]}"
Italy,IT,Gambettola,44.1175,12.3371,"{'type': 'point', 'coordinates': [44.1175, 12.3371]}"
Italy,IT,Ozzano dell'Emilia,44.4443,11.4755,"{'type': 'point', 'coordinates': [44.4443, 11.4755]}"
Italy,IT,Correggio,44.7701,10.7676,"{'type': 'point', 'coordinates': [44.7701, 10.7676]}"
Italy,IT,Raibano,43.9835,12.6361,"{'type': 'point', 'coordinates': [43.9835, 12.6361]}"
Italy,IT,Sesto Imolese,44.4652,11.7212,"{'type': 'point', 'coordinates': [44.4652, 11.7212]}"
Italy,IT,Vigarano Mainarda,44.8397,11.5021,"{'type': 'point', 'coordinates': [44.8397, 11.5021]}"
Italy,IT,Sasso Morelli,44.4162,11.7379,"{'type': 'point', 'coordinates': [44.4162, 11.7379]}"
Poland,PL,Janków Przygodzki,51.5981,17.7882,"{'type': 'point', 'coordinates': [51.5981, 17.7882]}"
Poland,PL,Pleszew,51.8964,17.7855,"{'type': 'point', 'coordinates': [51.8964, 17.7855]}"
Poland,PL,Gdynia (Chylonia),54.5487,18.4672,"{'type': 'point', 'coordinates': [54.5487, 18.4672]}"
